"","X.1","year","state","state_po","county","FIPS","candidatevotes","totalvotes","TOT_POP","TOT_MALE","TOT_FEMALE","NHWA_MALE","NHWA_FEMALE","MedIncome","area"
"501",42019,2016,"Georgia","GA","Twiggs",13289,2035,4059,8249,4045,4204,2242,2270,44079,939.22146712893
"502",42022,2016,"Georgia","GA","Union",13291,9852,12063,22640,10929,11711,10283,11018,57049,852.253047343281
"503",42025,2016,"Georgia","GA","Upson",13293,7292,10934,26245,12495,13750,8533,9143,40926,848.408853196547
"504",42028,2016,"Georgia","GA","Walker",13295,18950,23956,68455,33693,34762,30503,31906,47548,1157.94074097443
"505",42031,2016,"Georgia","GA","Walton",13297,31125,40698,89786,43724,46062,33337,34533,67007,854.59011800855
"506",42034,2016,"Georgia","GA","Ware",13299,8513,12184,35648,17705,17943,11038,11651,37642,2347.94718004095
"507",42037,2016,"Georgia","GA","Warren",13301,991,2334,5345,2533,2812,977,1022,37313,742.422255579649
"508",42040,2016,"Georgia","GA","Washington",13303,4149,8461,20347,10253,10094,4444,4303,41674,1772.22598700477
"509",42043,2016,"Georgia","GA","Wayne",13305,8153,10413,29974,15417,14557,10676,10694,47382,1680.28484606067
"510",42046,2016,"Georgia","GA","Webster",13307,630,1116,2616,1312,1304,680,666,41547,544.839027985993
"511",42049,2016,"Georgia","GA","Wheeler",13309,1421,2102,8015,5199,2816,2631,1863,35927,777.688991186945
"512",42052,2016,"Georgia","GA","White",13311,9761,11823,28828,14123,14705,13048,13627,54786,627.253646957036
"513",42055,2016,"Georgia","GA","Whitfield",13313,21537,30658,104406,51943,52463,29866,31895,53115,753.79611097039
"514",42058,2016,"Georgia","GA","Wilcox",13315,2096,2976,8841,5264,3577,2852,2386,38261,989.517892781365
"515",42061,2016,"Georgia","GA","Wilkes",13317,2572,4486,9809,4667,5142,2475,2549,39716,1227.9119036001
"516",42064,2016,"Georgia","GA","Wilkinson",13319,2333,4287,9020,4330,4690,2486,2611,43902,1170.49652019125
"517",42067,2016,"Georgia","GA","Worth",13321,6152,8295,20703,9984,10719,6870,7147,43142,1488.63009156384
"518",42082,2016,"Idaho","ID","Ada",16001,93752,195669,444486,222437,222049,188829,189129,72295,2746.98525766928
"519",42085,2016,"Idaho","ID","Adams",16003,1556,2183,3941,2037,1904,1908,1745,50042,3546.57319938046
"520",42088,2016,"Idaho","ID","Bannock",16005,17180,33416,84676,42136,42540,35481,35876,53306,2973.51169637884
"521",42091,2016,"Idaho","ID","Bear Lake",16007,2203,2928,5927,2944,2983,2749,2789,54550,2719.23117435261
"522",42094,2016,"Idaho","ID","Benewah",16009,3103,4185,9021,4565,4456,3896,3755,49303,2030.82522794642
"523",42097,2016,"Idaho","ID","Bingham",16011,10907,16625,45315,22674,22641,16666,16800,59959,5491.07905395496
"524",42100,2016,"Idaho","ID","Blaine",16013,3340,10724,22062,11145,10917,8310,8228,75778,6876.15257738754
"525",42103,2016,"Idaho","ID","Boise",16015,2673,3814,7095,3691,3404,3405,3101,64443,4939.53623665678
"526",42106,2016,"Idaho","ID","Bonner",16017,13343,20943,42357,21098,21259,19790,19803,56729,4966.21235912688
"527",42109,2016,"Idaho","ID","Bonneville",16019,26699,44221,112118,55827,56291,46373,47125,65165,4921.82974773486
"528",42112,2016,"Idaho","ID","Boundary",16021,3789,5163,11701,5874,5827,5344,5226,50709,3311.20966495142
"529",42115,2016,"Idaho","ID","Butte",16023,914,1230,2572,1314,1258,1208,1152,51742,5797.2492029722
"530",42118,2016,"Idaho","ID","Camas",16025,410,590,1082,562,520,485,458,56014,2794.01346695181
"531",42121,2016,"Idaho","ID","Canyon",16027,47222,72785,211381,104666,106715,73249,76196,58670,1563.43081420863
"532",42124,2016,"Idaho","ID","Caribou",16029,2275,3035,6867,3489,3378,3186,3115,61518,4657.65200172305
"533",42127,2016,"Idaho","ID","Cassia",16031,5949,8178,23479,11985,11494,8247,8197,53284,6684.85948947901
"534",42130,2016,"Idaho","ID","Clark",16033,203,283,870,462,408,245,216,48726,4572.19007276486
"535",42133,2016,"Idaho","ID","Clearwater",16035,2852,3801,8651,4793,3858,4297,3521,49816,6446.70892257564
"536",42136,2016,"Idaho","ID","Custer",16037,1777,2414,4084,2095,1989,1925,1839,49055,12791.7284446393
"537",42139,2016,"Idaho","ID","Elmore",16039,5816,8522,26137,13666,12471,9896,9148,47796,8030.92513650724
"538",42142,2016,"Idaho","ID","Franklin",16041,3901,5499,13320,6803,6517,6216,5943,55421,1729.8240809415
"539",42145,2016,"Idaho","ID","Fremont",16043,4090,5715,12914,6717,6197,5661,5301,56162,4909.66522554227
"540",42148,2016,"Idaho","ID","Gem",16045,5980,7954,16959,8458,8501,7428,7482,53733,1461.84851686153
"541",42151,2016,"Idaho","ID","Gooding",16047,3743,5191,15135,7744,7391,5143,5174,50205,1901.3340824224
"542",42154,2016,"Idaho","ID","Idaho",16049,6441,8233,16236,8516,7720,7720,7064,48866,22021.6067491943
"543",42157,2016,"Idaho","ID","Jefferson",16051,8436,11475,27830,14125,13705,12096,12019,63078,2864.13164722829
"544",42160,2016,"Idaho","ID","Jerome",16053,4644,6751,23433,11959,11474,7353,7291,56320,1559.45173479665
"545",42163,2016,"Idaho","ID","Kootenai",16055,44449,66310,153019,75453,77566,68757,70343,62764,3391.04997126287
"546",42166,2016,"Idaho","ID","Latah",16057,7265,18173,39050,20011,19039,17785,16937,54999,2789.55470595419
"547",42169,2016,"Idaho","ID","Lemhi",16059,3011,4096,7709,3916,3793,3677,3525,46062,11831.9627557254
"548",42172,2016,"Idaho","ID","Lewis",16061,1202,1590,3846,1927,1919,1619,1624,45342,1242.82991954977
"549",42175,2016,"Idaho","ID","Lincoln",16063,1184,1748,5303,2762,2541,1804,1737,50608,3123.07922285669
"550",42178,2016,"Idaho","ID","Madison",16065,8941,15688,38972,19585,19387,17392,17196,46177,1225.80465332757
"551",42181,2016,"Idaho","ID","Minidoka",16067,4887,6871,20613,10365,10248,6355,6518,56173,1975.7512957511
"552",42184,2016,"Idaho","ID","Nez Perce",16069,10699,17201,40136,19863,20273,17251,17713,67645,2217.71560036239
"553",42187,2016,"Idaho","ID","Oneida",16071,1531,2068,4296,2137,2159,2002,2007,55833,3110.0346136616
"554",42190,2016,"Idaho","ID","Owyhee",16073,3052,3925,11364,5781,5583,3894,3850,48395,19934.5037991792
"555",42193,2016,"Idaho","ID","Payette",16075,6489,8704,22888,11454,11434,8876,9058,53643,1063.07614916418
"556",42196,2016,"Idaho","ID","Power",16077,1666,2758,7681,3895,3786,2385,2344,50981,3735.39045130406
"557",42199,2016,"Idaho","ID","Shoshone",16079,3297,5120,12416,6253,6163,5684,5657,39239,6842.93395445116
"558",42202,2016,"Idaho","ID","Teton",16081,2167,4976,11165,5859,5306,4781,4313,73637,1166.69462117398
"559",42205,2016,"Idaho","ID","Twin Falls",16083,19828,29874,83819,41255,42564,32511,34077,56141,4994.10943971807
"560",42208,2016,"Idaho","ID","Valley",16085,2906,5349,10422,5406,5016,4970,4674,64041,9673.31630732422
"561",42211,2016,"Idaho","ID","Washington",16087,3283,4455,10032,4992,5040,3888,4041,45813,3815.99640085204
"562",42214,2016,"Illinois","IL","Adams",17001,22790,31951,66475,32584,33891,29891,31242,55942,2257.08778952322
"563",42217,2016,"Illinois","IL","Alexander",17003,1496,2846,6459,3110,3349,1993,2061,37408,654.337836060632
"564",42220,2016,"Illinois","IL","Bond",17005,4888,7530,16546,8641,7905,7258,7345,53447,991.359345099562
"565",42223,2016,"Illinois","IL","Boone",17007,12282,23001,53570,26739,26831,19456,20055,72426,730.552708934545
"566",42226,2016,"Illinois","IL","Brown",17009,1796,2379,6637,4266,2371,2642,2295,60254,795.660596306715
"567",42229,2016,"Illinois","IL","Bureau",17011,9281,16571,33396,16388,17008,14343,15046,57935,2262.55494148781
"568",42232,2016,"Illinois","IL","Calhoun",17013,1721,2571,4869,2438,2431,2387,2364,63373,734.565636772568
"569",42235,2016,"Illinois","IL","Carroll",17015,4434,7445,14596,7302,7294,6798,6835,56468,1208.35426020363
"570",42238,2016,"Illinois","IL","Cass",17017,3216,5124,12672,6389,6283,4734,4911,51011,993.885021692394
"571",42241,2016,"Illinois","IL","Champaign",17019,33368,91628,210198,105053,105145,70926,71608,53485,2585.78463845567
"572",42244,2016,"Illinois","IL","Christian",17021,10543,15459,33230,16916,16314,15865,15746,51573,1853.46038039235
"573",42247,2016,"Illinois","IL","Clark",17023,5622,7928,15857,7844,8013,7564,7755,58323,1307.67470262198
"574",42250,2016,"Illinois","IL","Clay",17025,5021,6350,13314,6592,6722,6347,6465,49377,1216.1261883454
"575",42253,2016,"Illinois","IL","Clinton",17027,12412,17419,37599,19519,18080,17351,17050,67201,1303.56621811731
"576",42256,2016,"Illinois","IL","Coles",17029,13003,21863,51783,25090,26693,22833,24306,50467,1321.00664130929
"577",42259,2016,"Illinois","IL","Cook",17031,453287,2158615,5224272,2534882,2689390,1088877,1137152,69375,2481.61468104843
"578",42262,2016,"Illinois","IL","Crawford",17033,6277,8728,19133,9962,9171,8648,8790,50352,1153.84356538185
"579",42265,2016,"Illinois","IL","Cumberland",17035,4206,5567,10868,5445,5423,5280,5241,53991,898.763557761027
"580",42271,2016,"Illinois","IL","De Witt",17039,5077,7543,16137,8019,8118,7565,7714,59521,1049.03773445644
"581",42268,2016,"Illinois","IL","DeKalb",17037,19091,43600,104080,51592,52488,40137,40449,64676,1643.95106816054
"582",42274,2016,"Illinois","IL","Douglas",17041,5698,8169,19727,9784,9943,8754,9064,64283,1080.65557325136
"583",42277,2016,"Illinois","IL","DuPage",17043,166415,428769,931256,457258,473998,307625,321178,96354,871.10318895548
"584",42280,2016,"Illinois","IL","Edgar",17045,5645,7873,17519,8535,8984,8272,8713,51333,1616.09873558037
"585",42283,2016,"Illinois","IL","Edwards",17047,2778,3347,6536,3218,3318,3102,3214,54930,576.87760668542
"586",42286,2016,"Illinois","IL","Effingham",17049,13635,17609,34170,16995,17175,16276,16527,58943,1243.20506690176
"587",42289,2016,"Illinois","IL","Fayette",17051,7372,9585,21570,11337,10233,10035,9901,48913,1878.72450242027
"588",42292,2016,"Illinois","IL","Ford",17053,4480,6396,13352,6557,6795,6124,6429,55369,1259.31979960951
"589",42295,2016,"Illinois","IL","Franklin",17055,13116,18711,39075,19310,19765,18517,18983,43695,1117.45837042028
"590",42298,2016,"Illinois","IL","Fulton",17057,8492,15797,35473,18412,17061,16137,16481,50461,2285.88903841208
"591",42301,2016,"Illinois","IL","Gallatin",17059,1942,2707,5157,2491,2666,2380,2571,46515,849.910392894877
"592",42304,2016,"Illinois","IL","Greene",17061,4145,5585,13123,6617,6506,6318,6341,52116,1414.69327752276
"593",42307,2016,"Illinois","IL","Grundy",17063,13454,23237,50317,25125,25192,21738,22026,83135,1114.73187198113
"594",42310,2016,"Illinois","IL","Hamilton",17065,3206,4166,8186,3997,4189,3844,4038,51031,1128.98558438552
"595",42313,2016,"Illinois","IL","Hancock",17067,6430,9121,18205,9048,9157,8719,8800,53724,2108.89465888284
"596",42316,2016,"Illinois","IL","Hardin",17069,1653,2148,3991,2014,1977,1923,1868,44573,470.394438929864
"597",42319,2016,"Illinois","IL","Henderson",17071,2155,3518,6886,3387,3499,3275,3353,55535,1023.98920096082
"598",42322,2016,"Illinois","IL","Henry",17073,13985,24643,49498,24728,24770,22332,22637,61680,2138.53208306938
"599",42325,2016,"Illinois","IL","Iroquois",17075,9750,13064,28163,13799,14364,12347,13049,51542,2897.69761711165
"600",42328,2016,"Illinois","IL","Jackson",17077,10843,24617,58726,29314,29412,22138,21642,37308,1560.2893424465
"601",42331,2016,"Illinois","IL","Jasper",17079,3975,5136,9583,4797,4786,4666,4645,59980,1290.18425829462
"602",42334,2016,"Illinois","IL","Jefferson",17081,11695,16999,38214,19694,18520,16496,16253,50531,1511.75820653331
"603",42337,2016,"Illinois","IL","Jersey",17083,7748,10991,21947,10679,11268,10265,10758,63351,976.732476255379
"604",42340,2016,"Illinois","IL","Jo Daviess",17085,6121,11334,21814,10888,10926,10300,10395,62522,1601.7478558019
"605",42343,2016,"Illinois","IL","Johnson",17087,4649,6089,12454,6812,5642,5632,5395,55022,903.460510228119
"606",42346,2016,"Illinois","IL","Kane",17089,82734,199314,530726,263940,266786,150047,155388,84311,1357.90114139386
"607",42349,2016,"Illinois","IL","Kankakee",17091,25129,47305,111080,54674,56406,39144,41065,60763,1764.39560538845
"608",42352,2016,"Illinois","IL","Kendall",17093,24961,53447,124535,61772,62763,43475,44525,105586,834.637219881999
"609",42355,2016,"Illinois","IL","Knox",17095,10737,22243,50917,25707,25210,20629,21745,43404,1864.3975632279
"610",42358,2016,"Illinois","IL","Lake",17097,109767,303520,704158,351924,352234,218631,220820,92638,1219.21577504075
"611",42361,2016,"Illinois","IL","LaSalle",17099,26689,49743,110215,55553,54662,46874,47765,59528,2973.66228726772
"612",42364,2016,"Illinois","IL","Lawrence",17101,4521,6094,16182,9015,7167,6896,6870,47114,969.368961357558
"613",42367,2016,"Illinois","IL","Lee",17103,8612,15489,34494,18267,16227,15101,14799,57619,1887.96225395983
"614",42370,2016,"Illinois","IL","Livingston",17105,10208,15269,36107,18114,17993,15921,16385,54422,2709.10383300611
"615",42373,2016,"Illinois","IL","Logan",17107,8181,12401,29166,14784,14382,12329,12917,53806,1603.09881418628
"616",42385,2016,"Illinois","IL","Macon",17115,26866,48060,106383,50998,55385,39196,42321,52259,1517.39960838784
"617",42388,2016,"Illinois","IL","Macoupin",17117,14322,22360,45691,22540,23151,21701,22265,54174,2247.06645662274
"618",42391,2016,"Illinois","IL","Madison",17119,70490,130179,265641,129529,136112,110946,115930,66591,1917.76619354926
"619",42394,2016,"Illinois","IL","Marion",17121,11859,17074,38045,18540,19505,16874,17900,52291,1492.01664893774
"620",42397,2016,"Illinois","IL","Marshall",17123,3785,5984,11881,5913,5968,5610,5657,63628,1032.19361654656
"621",42400,2016,"Illinois","IL","Mason",17125,4058,6486,13675,6732,6943,6480,6729,51967,1459.3464211994
"622",42403,2016,"Illinois","IL","Massac",17127,4846,6683,14440,6913,7527,6084,6704,54159,626.905833790054
"623",42376,2016,"Illinois","IL","McDonough",17109,6795,13092,30907,15261,15646,13465,13795,49048,1528.48492099126
"624",42379,2016,"Illinois","IL","McHenry",17111,71612,141750,307159,152908,154251,124466,126560,89379,1582.78530216744
"625",42382,2016,"Illinois","IL","McLean",17113,37237,79835,173070,84187,88883,66614,71395,69230,3072.4994087914
"626",42406,2016,"Illinois","IL","Menard",17129,4231,6515,12398,6060,6338,5803,6069,77306,817.241281672786
"627",42409,2016,"Illinois","IL","Mercer",17131,4807,8525,15602,7790,7812,7444,7460,62241,1473.01606396144
"628",42412,2016,"Illinois","IL","Monroe",17133,12629,19354,33913,16783,17130,16240,16508,90904,1030.21888615222
"629",42415,2016,"Illinois","IL","Montgomery",17135,8630,12978,29061,15227,13834,13768,13357,51665,1837.93837100109
"630",42418,2016,"Illinois","IL","Morgan",17137,9076,14800,34632,17605,17027,14950,15601,55937,1482.42683393454
"631",42421,2016,"Illinois","IL","Moultrie",17139,4455,6283,14610,7149,7461,6909,7254,65472,892.600839866805
"632",42424,2016,"Illinois","IL","Ogle",17141,14352,24193,51148,25390,25758,21988,22566,63565,1975.97681127609
"633",42427,2016,"Illinois","IL","Peoria",17143,35633,78503,185043,89800,95243,63000,66908,57717,1633.04577365768
"634",42430,2016,"Illinois","IL","Perry",17145,6855,9853,21391,11712,9679,9299,9119,56880,1157.68271669659
"635",42433,2016,"Illinois","IL","Piatt",17147,5634,9008,16524,8159,8365,7879,8084,72265,1138.17849602702
"636",42436,2016,"Illinois","IL","Pike",17149,5754,7530,15742,7876,7866,7442,7672,54309,2198.74492078215
"637",42439,2016,"Illinois","IL","Pope",17151,1678,2142,4182,2188,1994,1950,1845,46478,970.325757672527
"638",42442,2016,"Illinois","IL","Pulaski",17153,1675,2735,5604,2713,2891,1775,1789,38506,526.513013444607
"639",42445,2016,"Illinois","IL","Putnam",17155,1767,3111,5710,2921,2789,2693,2581,74367,445.984147432442
"640",42448,2016,"Illinois","IL","Randolph",17157,10023,14194,32414,17865,14549,14014,13561,58444,1546.93014656058
"641",42451,2016,"Illinois","IL","Richland",17159,5739,7684,15829,7830,7999,7475,7628,49775,937.182157196897
"642",42454,2016,"Illinois","IL","Rock Island",17161,26998,63994,144943,71555,73388,50840,53964,57772,1168.40182690656
"643",42460,2016,"Illinois","IL","Saline",17165,8276,11384,24230,11951,12279,10835,11347,48547,1001.60472707894
"644",42463,2016,"Illinois","IL","Sangamon",17167,49944,98373,198026,95091,102935,76861,82793,61768,2271.31338564944
"645",42466,2016,"Illinois","IL","Schuyler",17169,2524,3828,7030,3677,3353,3364,3205,56015,1142.9784034171
"646",42469,2016,"Illinois","IL","Scott",17171,1966,2608,5052,2469,2583,2391,2512,61231,654.779119020348
"647",42472,2016,"Illinois","IL","Shelby",17173,8229,11010,21733,10799,10934,10497,10645,61376,1988.7886244521
"648",42457,2016,"Illinois","IL","St. Clair",17163,53857,120580,263187,127073,136114,80684,82765,57726,1745.74147765456
"649",42475,2016,"Illinois","IL","Stark",17175,1778,2743,5512,2707,2805,2598,2683,54804,746.939334762829
"650",42478,2016,"Illinois","IL","Stephenson",17177,11083,20343,45503,22068,23435,18286,19498,51786,1463.24982164904
"651",42481,2016,"Illinois","IL","Tazewell",17179,38707,64400,133932,65956,67976,61810,64329,66206,1703.90018535881
"652",42484,2016,"Illinois","IL","Union",17181,5790,8537,17105,8500,8605,7697,7957,51575,1093.51846987226
"653",42487,2016,"Illinois","IL","Vermilion",17183,19087,30570,78494,38974,39520,30142,31394,46295,2334.58403546693
"654",42490,2016,"Illinois","IL","Wabash",17185,4047,5464,11542,5782,5760,5390,5501,54249,588.784333041727
"655",42493,2016,"Illinois","IL","Warren",17187,4275,7807,17294,8541,8753,6998,7508,53621,1406.3686375259
"656",42496,2016,"Illinois","IL","Washington",17189,5571,7427,14179,7093,7086,6815,6812,64297,1460.47288310254
"657",42499,2016,"Illinois","IL","Wayne",17191,6967,8261,16542,8179,8363,7873,8056,51829,1853.15416017361
"658",42502,2016,"Illinois","IL","White",17193,5640,7335,14079,6904,7175,6618,6956,51388,1300.34410012185
"659",42505,2016,"Illinois","IL","Whiteside",17195,12615,25582,56476,27927,28549,23520,24406,50880,1804.11384671527
"660",42508,2016,"Illinois","IL","Will",17197,132720,300904,688328,341492,346836,219565,224453,90249,2199.98496465193
"661",42511,2016,"Illinois","IL","Williamson",17199,21570,31852,67454,33566,33888,29835,30884,56958,1150.79049290062
"662",42514,2016,"Illinois","IL","Winnebago",17201,55624,118376,286065,139740,146325,97212,102502,59510,1344.7843710634
"663",42517,2016,"Illinois","IL","Woodford",17203,13207,19864,38913,19369,19544,18470,18716,77117,1405.40455332307
"664",42520,2016,"Indiana","IN","Adams",18001,9648,13090,35178,17514,17664,16415,16599,53532,880.422219950531
"665",42523,2016,"Indiana","IN","Allen",18003,83930,147137,369412,180608,188804,134184,140808,56838,1709.56228466427
"666",42526,2016,"Indiana","IN","Bartholomew",18005,20640,32490,82231,41271,40960,33214,34607,71181,1060.61240907033
"667",42529,2016,"Indiana","IN","Benton",18007,2579,3666,8658,4333,4325,3991,4036,55016,1052.64609835391
"668",42532,2016,"Indiana","IN","Blackford",18009,3350,4839,12115,5990,6125,5730,5839,46811,428.894674661636
"669",42535,2016,"Indiana","IN","Boone",18011,19654,32178,64192,31849,32343,28987,29609,84137,1096.133182227
"670",42538,2016,"Indiana","IN","Brown",18013,5016,7945,14996,7412,7584,7113,7254,59617,820.132313595926
"671",42541,2016,"Indiana","IN","Carroll",18015,6273,8643,19973,9966,10007,9360,9460,58965,971.085219135976
"672",42544,2016,"Indiana","IN","Cass",18017,9701,14209,37905,18976,18929,15009,15553,51777,1074.76357378351
"673",42547,2016,"Indiana","IN","Clark",18019,30035,51147,115588,56393,59195,46955,49933,59441,973.882876847239
"674",42550,2016,"Indiana","IN","Clay",18021,8531,11282,26210,12928,13282,12445,12815,54349,933.366679490001
"675",42553,2016,"Indiana","IN","Clinton",18023,8531,11936,32207,15958,16249,13031,13635,55336,1049.62757912985
"676",42556,2016,"Indiana","IN","Crawford",18025,3015,4593,10583,5366,5217,5162,5033,44332,799.890997396637
"677",42559,2016,"Indiana","IN","Daviess",18027,8545,10768,33010,16574,16436,15144,15208,56611,1131.6392316163
"678",42562,2016,"Indiana","IN","Dearborn",18029,18113,23987,49436,24560,24876,23684,23967,71351,795.610432429149
"679",42565,2016,"Indiana","IN","Decatur",18031,8490,11127,26565,13221,13344,12547,12769,60891,967.072799506512
"680",42568,2016,"Indiana","IN","DeKalb",18033,12054,16902,42652,21190,21462,20102,20451,59714,942.447991545781
"681",42571,2016,"Indiana","IN","Delaware",18035,24263,45123,115657,55828,59829,48452,52210,45912,1025.27897697113
"682",42574,2016,"Indiana","IN","Dubois",18037,13365,19984,42450,21132,21318,18990,19488,63869,1127.53474286964
"683",42577,2016,"Indiana","IN","Elkhart",18039,41867,65630,203642,100742,102900,75063,78539,55782,1211.85388633211
"684",42580,2016,"Indiana","IN","Fayette",18041,6839,9530,23252,11481,11771,10965,11282,48499,557.14326620739
"685",42583,2016,"Indiana","IN","Floyd",18043,21432,37425,76734,37207,39527,32743,34877,64614,385.540133683128
"686",42586,2016,"Indiana","IN","Fountain",18045,5662,7492,16457,8215,8242,7831,7871,55337,1030.63113305282
"687",42589,2016,"Indiana","IN","Franklin",18047,8669,11013,22770,11381,11389,11013,11056,67315,1013.2411434672
"688",42592,2016,"Indiana","IN","Fulton",18049,6010,8374,20118,9996,10122,9149,9371,55011,961.423731196156
"689",42595,2016,"Indiana","IN","Gibson",18051,11081,15484,33644,16763,16881,15698,15914,61872,1292.65767917168
"690",42598,2016,"Indiana","IN","Grant",18053,17008,25312,66669,31958,34711,27030,29767,47509,1074.68780158171
"691",42601,2016,"Indiana","IN","Greene",18055,10277,13801,32228,16115,16113,15593,15617,51918,1414.0555851605
"692",42604,2016,"Indiana","IN","Hamilton",18057,87404,154256,315902,154317,161585,130035,136331,107710,1042.31901904437
"693",42607,2016,"Indiana","IN","Hancock",18059,25074,36181,73765,36284,37481,33700,34796,77905,795.135124026942
"694",42610,2016,"Indiana","IN","Harrison",18061,12943,18558,39661,19824,19837,18997,18985,64270,1259.56484160003
"695",42613,2016,"Indiana","IN","Hendricks",18063,48337,75559,160376,80173,80203,67981,69069,85827,1058.59269442059
"696",42616,2016,"Indiana","IN","Henry",18065,13895,20155,48345,25155,23190,23169,22235,49293,1022.6530140564
"697",42619,2016,"Indiana","IN","Howard",18067,23675,36843,82304,39904,42400,33991,36533,54048,761.239560356025
"698",42622,2016,"Indiana","IN","Huntington",18069,11649,16043,36294,17905,18389,16987,17503,54565,1004.2520512582
"699",42625,2016,"Indiana","IN","Jackson",18071,12859,17573,43997,21931,22066,19264,19879,59472,1331.00303928479
"700",42628,2016,"Indiana","IN","Jasper",18073,9382,13378,33405,16605,16800,15191,15463,65352,1454.15023523594
"701",42631,2016,"Indiana","IN","Jay",18075,5697,7986,21017,10425,10592,9871,10089,49447,994.411648903526
"702",42634,2016,"Indiana","IN","Jefferson",18077,8546,13544,32230,15503,16727,14428,15531,53378,940.284014963405
"703",42637,2016,"Indiana","IN","Jennings",18079,8224,11150,27648,13904,13744,13233,13122,55022,979.904165234863
"704",42640,2016,"Indiana","IN","Johnson",18081,45456,66500,151540,74845,76695,66803,69237,74427,833.421633582618
"705",42643,2016,"Indiana","IN","Knox",18083,11077,15516,37333,18884,18449,17415,17257,48760,1357.57757954528
"706",42646,2016,"Indiana","IN","Kosciusko",18085,23935,32084,78732,39122,39610,34326,35316,64677,1436.25283561297
"707",42649,2016,"Indiana","IN","LaGrange",18087,7025,9566,39113,19743,19370,18583,18320,70746,1001.76987581724
"708",42652,2016,"Indiana","IN","Lake",18089,75625,201205,486092,235113,250979,129926,134961,57280,1307.04410231639
"709",42655,2016,"Indiana","IN","LaPorte",18091,22687,45203,110222,56753,53469,44202,43567,56427,1564.22028919281
"710",42658,2016,"Indiana","IN","Lawrence",18093,14035,19152,45578,22581,22997,21661,22040,56261,1170.65027157211
"711",42661,2016,"Indiana","IN","Madison",18095,32376,53909,129329,64537,64792,54146,55989,54145,1172.87784557112
"712",42664,2016,"Indiana","IN","Marion",18097,130360,362372,945685,455679,490006,257771,273939,50707,1043.79811375192
"713",42667,2016,"Indiana","IN","Marshall",18099,12288,18082,46586,23144,23442,20134,20705,53695,1164.73585922607
"714",42670,2016,"Indiana","IN","Martin",18101,3697,4809,10190,5154,5036,5009,4880,56735,881.505007928413
"715",42673,2016,"Indiana","IN","Miami",18103,9975,13482,36043,19306,16737,16629,15456,53658,977.275864193304
"716",42676,2016,"Indiana","IN","Monroe",18105,20592,58454,145757,72622,73135,60506,61581,53113,1065.36233109285
"717",42679,2016,"Indiana","IN","Montgomery",18107,11059,15156,38238,19357,18881,17717,17548,54366,1309.17281562106
"718",42682,2016,"Indiana","IN","Morgan",18109,23674,31280,69633,34410,35223,33081,33889,63414,1060.56066822661
"719",42685,2016,"Indiana","IN","Newton",18111,4077,5795,13992,7101,6891,6462,6305,61457,1045.22652679179
"720",42688,2016,"Indiana","IN","Noble",18113,12198,16890,47398,23807,23591,20734,20702,60980,1081.09820265887
"721",42691,2016,"Indiana","IN","Ohio",18115,2118,2921,5885,2941,2944,2840,2845,58294,226.198013967462
"722",42694,2016,"Indiana","IN","Orange",18117,5803,8192,19473,9677,9796,9209,9364,47931,1057.1417060554
"723",42697,2016,"Indiana","IN","Owen",18119,6153,8557,20898,10491,10407,10144,9980,53387,1004.31297761804
"724",42700,2016,"Indiana","IN","Parke",18121,4863,6582,16938,8076,8862,7779,8284,51554,1165.42150904228
"725",42703,2016,"Indiana","IN","Perry",18123,4556,8055,18978,10037,8941,9313,8615,53908,1000.65681532646
"726",42706,2016,"Indiana","IN","Pike",18125,4398,5977,12391,6210,6181,6005,5955,52378,883.406273339034
"727",42709,2016,"Indiana","IN","Porter",18127,38832,77190,167475,82731,84744,69290,70980,74064,1088.9185899927
"728",42712,2016,"Indiana","IN","Posey",18129,8404,12467,25639,12779,12860,12280,12325,68435,1086.33919765073
"729",42715,2016,"Indiana","IN","Pulaski",18131,3854,5459,12618,6435,6183,6071,5854,52432,1125.29198550158
"730",42718,2016,"Indiana","IN","Putnam",18133,10637,14715,37113,19498,17615,17554,16631,64098,1250.12120157988
"731",42721,2016,"Indiana","IN","Randolph",18135,7517,10458,25112,12329,12783,11578,12092,50496,1173.67023817048
"732",42724,2016,"Indiana","IN","Ripley",18137,9806,12810,28381,14001,14380,13373,13799,61219,1160.36111782385
"733",42727,2016,"Indiana","IN","Rush",18139,5292,7214,16639,8124,8515,7791,8168,54371,1057.82960535372
"734",42733,2016,"Indiana","IN","Scott",18143,6074,9101,23687,11667,12020,11132,11501,50571,499.200229504953
"735",42736,2016,"Indiana","IN","Shelby",18145,12718,17994,44229,21925,22304,20249,20712,59798,1069.17026022756
"736",42739,2016,"Indiana","IN","Spencer",18147,6572,9979,20491,10323,10168,9801,9668,59183,1039.16764877776
"737",42730,2016,"Indiana","IN","St. Joseph",18141,52021,110060,269862,131177,138685,96037,101623,53881,1194.41000850791
"738",42742,2016,"Indiana","IN","Starke",18149,6367,9226,23019,11510,11509,10858,10888,54001,808.688165082666
"739",42745,2016,"Indiana","IN","Steuben",18151,10133,14566,34329,17456,16873,16347,15913,59444,835.246349629001
"740",42748,2016,"Indiana","IN","Sullivan",18153,6138,8559,20710,11245,9465,9919,9162,53375,1176.8087996552
"741",42751,2016,"Indiana","IN","Switzerland",18155,2558,3699,10641,5458,5183,5177,4969,52482,578.846826111661
